Student_ID,Gender,Age,Study_Hours,Attendance,Assignment_Score,Quiz_Score,Midterm_Score,Final_Score,Internet_Access,Parent_Education,Family_Income,Extra_Activities,Previous_GPA,Target,Grade,Risk_Level
1232,Female,16,2.5,92.5,69.3,60.8,64.1,68.3,Yes,Bachelor,High,No,2.54,Pass,C,Low
1233,Female,21,1.0,76.6,36.6,29.9,31.9,48.8,Yes,Bachelor,Low,Yes,2.13,Fail,F,High
1234,Female,18,7.2,87.4,75.9,65.8,72.8,77.6,Yes,Bachelor,Low,No,1.78,Pass,B,Low
1235,Male,16,1.1,82.8,42.0,40.5,47.3,52.4,No,High School,Medium,No,2.38,Pass,D,Medium
1236,Female,20,2.7,95.8,62.3,57.2,54.8,69.9,Yes,Bachelor,Medium,No,3.18,Pass,C,Low
1237,Male,15,2.4,90.1,67.8,64.0,70.7,72.0,Yes,Bachelor,Low,Yes,2.94,Pass,C,Low
1238,Male,17,4.5,84.0,61.6,47.0,49.3,71.8,Yes,High School,Medium,Yes,2.05,Pass,C,Low
1239,Female,16,1.0,98.0,47.8,42.2,55.5,62.0,Yes,High School,Medium,Yes,2.56,Pass,D,Medium
1240,Male,21,4.2,79.8,61.7,52.8,77.3,71.7,Yes,High School,Low,Yes,3.22,Pass,C,Low
1241,Female,20,3.6,88.9,62.5,51.9,67.6,67.8,Yes,None,Medium,Yes,2.53,Pass,C,Low
1242,Female,18,2.1,80.1,49.0,57.7,61.3,70.5,Yes,Master,Medium,No,1.95,Pass,C,Low
1243,Female,22,4.1,79.2,67.3,65.1,86.0,82.9,Yes,High School,Medium,Yes,4.0,Pass,B,Low
1244,Male,20,3.2,72.7,49.1,44.5,60.2,60.4,Yes,High School,Low,Yes,2.7,Pass,D,Medium
1245,Male,18,8.2,98.7,78.7,72.1,89.1,100.0,Yes,Master,Low,Yes,2.1,Pass,A,Low
1246,Female,16,2.8,87.5,67.8,45.7,63.6,63.9,Yes,Bachelor,Medium,Yes,2.9,Pass,D,Medium
1247,Male,18,1.7,79.6,39.6,54.2,49.5,63.8,No,Master,High,No,2.75,Pass,D,Medium
1248,Female,19,4.2,88.8,53.6,53.8,67.5,67.3,Yes,None,Medium,Yes,1.88,Pass,C,Low
1249,Female,19,2.6,87.0,59.1,60.4,59.6,71.7,Yes,Bachelor,Medium,Yes,2.86,Pass,C,Low
1250,Female,19,3.2,96.5,55.0,57.2,62.0,72.3,No,High School,Low,No,3.39,Pass,C,Low
1251,Male,21,1.3,72.4,62.2,43.2,66.2,56.2,Yes,Master,Medium,No,2.66,Pass,D,Medium
1252,Male,21,4.5,83.6,57.7,46.7,53.7,66.1,Yes,None,Low,Yes,1.56,Pass,C,Low
1253,Female,15,2.4,84.2,43.6,39.6,43.5,62.7,No,Bachelor,Medium,No,3.01,Pass,D,High
1254,Male,21,3.7,93.3,73.1,66.0,86.0,75.6,Yes,Bachelor,Medium,No,3.16,Pass,B,Low
1255,Male,22,9.3,68.9,85.4,72.0,78.9,88.6,Yes,Bachelor,High,No,2.45,Pass,A,Medium
1256,Female,16,2.7,90.6,51.4,56.7,56.7,71.4,No,Bachelor,Medium,Yes,2.45,Pass,C,Low
1257,Female,20,4.9,97.5,92.5,95.3,90.6,100.0,No,Master,High,No,4.0,Pass,A,Low
1258,Female,20,2.9,74.7,42.5,29.8,43.6,56.4,Yes,None,Low,Yes,2.41,Pass,D,High
1259,Female,15,2.1,96.6,49.5,43.8,33.8,60.7,Yes,Bachelor,Low,Yes,2.13,Pass,D,High
1260,Male,21,6.6,98.5,93.6,88.4,100.0,100.0,Yes,Master,High,Yes,2.82,Pass,A,Low
1261,Female,22,1.0,85.2,73.4,43.5,57.3,66.6,Yes,High School,Medium,Yes,3.14,Pass,C,Low
1262,Female,18,5.6,97.0,67.3,69.6,82.1,93.2,Yes,High School,High,No,3.12,Pass,A,Low
1263,Male,15,1.0,94.2,38.1,44.9,50.8,51.5,Yes,Bachelor,Low,No,1.32,Pass,D,Medium
1264,Female,22,5.3,91.4,65.0,61.9,72.5,80.3,Yes,High School,Medium,Yes,2.4,Pass,B,Low
1265,Female,18,3.2,93.5,74.1,66.8,66.7,83.7,No,Bachelor,Medium,Yes,3.49,Pass,B,Low
1266,Female,22,1.7,73.7,32.7,44.7,47.6,51.6,No,High School,Low,Yes,3.0,Pass,D,Medium
1267,Female,18,2.5,79.9,38.5,24.0,52.5,59.6,No,Master,Medium,No,2.06,Pass,D,Medium
1268,Female,17,4.7,93.1,72.3,62.6,80.3,87.9,No,Master,Medium,No,3.55,Pass,A,Low
1269,Male,22,8.8,77.7,95.2,89.1,84.4,98.3,Yes,Bachelor,Low,No,3.38,Pass,A,Low
1270,Male,20,1.0,80.9,43.2,44.7,52.2,55.5,Yes,High School,Low,No,2.62,Pass,D,Medium
1271,Female,19,1.7,82.5,45.4,26.5,53.2,53.2,Yes,Bachelor,Low,No,3.33,Pass,D,Medium
1272,Female,21,1.2,93.5,68.4,47.7,60.4,72.0,Yes,None,Low,No,4.0,Pass,C,Low
1273,Female,18,2.8,95.3,72.5,64.6,70.4,73.9,Yes,Bachelor,Medium,Yes,2.17,Pass,C,Low
1274,Female,17,5.4,91.2,70.5,65.3,91.9,86.1,Yes,High School,Low,No,3.13,Pass,A,Low
1275,Female,22,1.1,65.4,50.1,23.0,42.0,46.6,No,High School,Low,No,3.99,Fail,F,High
1276,Female,20,3.2,88.6,69.8,73.3,72.1,76.7,Yes,Bachelor,High,No,3.19,Pass,B,Low
1277,Female,19,5.3,87.2,68.3,66.8,76.1,80.9,Yes,High School,Medium,No,2.35,Pass,B,Low
1278,Female,18,2.4,98.6,68.3,60.3,79.2,77.0,Yes,Master,Medium,No,2.94,Pass,B,Low
1279,Female,22,3.6,90.3,75.2,77.2,80.0,80.7,Yes,Master,Medium,No,3.62,Pass,B,Low
1280,Female,22,6.3,91.0,72.0,56.7,71.1,82.4,Yes,High School,High,No,2.19,Pass,B,Low
1281,Female,18,1.5,87.4,60.5,48.0,41.0,56.6,Yes,Bachelor,Low,Yes,2.78,Pass,D,High
1282,Male,15,1.0,94.8,43.1,45.8,57.7,64.3,Yes,High School,Medium,Yes,2.65,Pass,D,Medium
1283,Male,15,3.9,90.9,51.7,41.6,66.5,73.9,Yes,None,Medium,No,2.42,Pass,C,Low
1284,Male,20,3.9,87.1,65.7,69.0,81.8,80.4,Yes,Bachelor,Medium,Yes,2.94,Pass,B,Low
1285,Female,19,2.3,92.1,59.9,59.0,56.5,75.0,Yes,Bachelor,Medium,No,2.74,Pass,B,Low
1286,Male,18,2.1,88.5,61.9,51.4,73.7,72.1,No,Bachelor,High,No,3.19,Pass,C,Low
1287,Male,20,3.3,98.0,65.4,73.2,73.8,77.3,Yes,Bachelor,High,No,3.48,Pass,B,Low
1288,Female,20,1.5,91.7,53.5,35.8,51.2,62.8,No,Bachelor,Low,No,2.04,Pass,D,Medium
1289,Male,16,1.5,86.1,59.8,56.4,52.3,70.9,Yes,Bachelor,Low,Yes,2.84,Pass,C,Low
1290,Female,22,4.7,92.0,76.5,70.8,84.1,90.8,Yes,Bachelor,High,No,2.77,Pass,A,Low
1291,Male,21,1.4,82.3,48.0,42.2,46.0,54.6,Yes,Bachelor,Medium,No,2.92,Pass,D,Medium
1292,Male,22,1.0,85.2,49.9,52.3,59.6,57.1,Yes,High School,Low,Yes,2.79,Pass,D,Medium
1293,Female,15,2.0,94.3,48.2,45.6,53.6,60.1,Yes,High School,Medium,Yes,2.21,Pass,D,Medium
1294,Male,19,2.4,92.0,71.8,66.6,64.7,87.7,Yes,Bachelor,Low,No,3.67,Pass,A,Low
1295,Male,22,4.2,87.0,78.8,75.7,69.8,81.5,No,Bachelor,Low,No,3.93,Pass,B,Low
1296,Female,18,2.2,76.9,52.0,60.9,70.8,72.4,Yes,Bachelor,High,No,3.13,Pass,C,Low
1297,Female,20,6.9,89.9,77.6,62.4,73.4,89.1,Yes,None,Low,Yes,3.16,Pass,A,Low
1298,Male,18,3.4,86.5,63.1,61.9,66.5,78.2,Yes,High School,Low,Yes,2.88,Pass,B,Low
1299,Female,16,1.9,82.7,61.3,60.6,56.1,63.5,Yes,High School,Low,Yes,3.38,Pass,D,Medium
1300,Male,19,4.1,97.0,60.2,72.7,71.0,74.0,Yes,High School,Medium,Yes,1.33,Pass,C,Low
1301,Male,20,6.8,74.5,72.1,65.8,78.6,82.0,Yes,Bachelor,Low,No,2.8,Pass,B,Medium
1302,Female,18,4.7,82.2,62.2,69.6,76.2,75.4,Yes,Bachelor,Medium,Yes,2.46,Pass,B,Low
1303,Female,15,1.1,96.5,80.2,74.7,75.2,81.2,Yes,Master,Medium,No,2.89,Pass,B,Low
1304,Female,21,2.5,81.8,55.1,52.8,62.9,64.9,Yes,High School,High,No,3.46,Pass,D,Medium
1305,Female,16,3.7,78.8,57.7,70.9,60.8,73.4,Yes,Bachelor,Low,No,2.81,Pass,C,Low
1306,Female,19,4.5,82.7,68.9,69.7,74.0,79.8,Yes,Doctorate,High,Yes,2.58,Pass,B,Low
1307,Female,16,2.9,94.9,48.0,38.9,47.5,56.6,Yes,None,Low,No,1.96,Pass,D,Medium
1308,Male,15,2.6,89.5,64.4,46.1,68.3,67.9,Yes,None,Medium,Yes,2.73,Pass,C,Low
1309,Female,19,8.2,83.5,91.2,72.7,100.0,100.0,Yes,Master,Medium,Yes,3.2,Pass,A,Low
1310,Male,16,4.7,87.6,69.0,57.7,65.5,76.0,Yes,None,Low,Yes,2.3,Pass,B,Low
1311,Male,17,4.1,95.1,53.9,47.9,51.3,65.8,Yes,High School,Medium,No,1.6,Pass,C,Low
1312,Male,15,2.2,81.5,67.3,65.9,66.9,74.9,Yes,High School,Low,Yes,4.0,Pass,C,Low
1313,Male,15,1.5,81.4,49.8,63.7,60.2,63.9,Yes,High School,Low,Yes,3.0,Pass,D,Medium
1314,Female,15,4.1,91.2,77.0,63.3,84.3,83.7,Yes,Master,Medium,Yes,2.67,Pass,B,Low
1315,Female,17,5.0,84.9,72.5,60.5,70.5,89.1,Yes,None,Medium,Yes,3.63,Pass,A,Low
1316,Female,17,3.2,79.2,67.4,55.8,73.0,76.1,Yes,High School,Low,Yes,2.88,Pass,B,Low
1317,Male,18,4.7,85.6,79.0,54.3,79.7,84.8,Yes,Bachelor,Low,No,3.6,Pass,B,Low
1318,Male,20,4.8,77.4,69.4,74.8,81.9,81.2,Yes,Master,Low,No,3.55,Pass,B,Low
1319,Male,21,5.2,90.7,65.6,59.0,64.5,74.7,Yes,None,Medium,No,2.04,Pass,C,Low
1320,Male,16,1.1,89.8,69.5,59.9,65.3,67.0,Yes,Bachelor,Medium,No,3.08,Pass,C,Low
1321,Female,18,2.6,97.4,72.6,61.4,65.1,76.2,Yes,None,Low,No,3.84,Pass,B,Low
1322,Female,16,4.3,93.2,61.2,57.7,65.9,67.0,Yes,Bachelor,Low,Yes,2.2,Pass,C,Low
1323,Female,21,3.3,81.2,67.1,41.5,56.8,66.0,Yes,Bachelor,Medium,No,2.21,Pass,C,Low
1324,Male,20,4.8,77.1,67.7,60.7,70.8,84.1,Yes,Bachelor,Medium,No,2.31,Pass,B,Low
1325,Female,17,4.1,78.2,85.2,67.9,74.9,84.3,Yes,Bachelor,Medium,Yes,3.33,Pass,B,Low
1326,Female,20,1.0,84.8,54.9,50.8,60.1,66.4,Yes,High School,High,No,2.97,Pass,C,Low
1327,Female,17,5.9,93.7,66.0,56.1,73.4,83.0,Yes,Master,Low,No,1.64,Pass,B,Low
1328,Female,21,2.4,98.2,77.8,71.5,77.1,80.6,Yes,Master,High,No,3.0,Pass,B,Low
1329,Male,20,1.8,86.6,60.9,53.4,62.6,66.1,Yes,Master,Medium,No,2.65,Pass,C,Low
1330,Male,18,5.8,78.3,77.2,60.3,77.8,78.1,Yes,Bachelor,High,Yes,2.73,Pass,B,Low
1331,Male,19,4.6,91.4,58.8,67.7,94.3,84.1,Yes,Bachelor,Low,No,2.3,Pass,B,Low
1332,Female,18,6.2,93.9,89.4,74.4,91.6,97.0,Yes,Bachelor,Medium,Yes,3.01,Pass,A,Low
1333,Male,16,3.7,96.7,56.6,54.9,65.7,73.2,No,High School,Medium,No,3.43,Pass,C,Low
1334,Male,18,2.5,85.4,71.8,69.6,76.3,80.2,Yes,Bachelor,Medium,No,2.41,Pass,B,Low
1335,Male,21,3.5,66.1,42.4,54.7,48.2,53.9,Yes,High School,High,No,1.79,Pass,D,Medium
1336,Male,15,1.6,62.4,43.0,41.6,47.1,63.7,Yes,High School,Medium,Yes,2.62,Pass,D,Medium
1337,Female,16,1.2,78.2,61.1,56.7,68.4,69.5,Yes,Master,High,Yes,3.25,Pass,C,Low
1338,Female,20,2.1,86.8,53.5,52.5,59.2,64.8,Yes,High School,Medium,Yes,2.55,Pass,D,Medium
1339,Male,16,7.2,95.9,74.7,79.2,86.0,99.9,Yes,None,Medium,Yes,1.9,Pass,A,Low
1340,Male,19,2.3,83.7,55.0,55.4,51.6,57.0,Yes,Bachelor,Low,No,3.26,Pass,D,Medium
1341,Female,17,1.0,95.3,64.2,57.9,60.0,69.7,No,None,High,No,3.65,Pass,C,Low
1342,Male,20,2.9,92.0,58.4,46.9,63.2,68.3,Yes,High School,Medium,No,2.81,Pass,C,Low
1343,Male,22,2.2,82.7,51.5,35.3,58.4,58.0,Yes,Bachelor,Medium,No,1.84,Pass,D,Medium
1344,Male,16,5.9,92.3,71.5,72.6,80.4,88.5,Yes,Bachelor,Medium,Yes,2.61,Pass,A,Low
1345,Male,20,7.0,89.2,78.6,71.6,81.9,91.5,Yes,Master,Medium,Yes,2.89,Pass,A,Low
1346,Female,20,2.5,94.8,69.2,51.4,69.7,77.9,Yes,Bachelor,High,Yes,2.31,Pass,B,Low
1347,Female,20,3.7,88.2,58.1,63.4,67.8,77.7,Yes,High School,Low,No,3.15,Pass,B,Low
1348,Male,17,3.9,91.2,72.8,57.8,68.6,78.2,Yes,Doctorate,Low,No,2.26,Pass,B,Low
1349,Male,22,3.1,71.6,52.1,55.5,52.8,65.7,Yes,Bachelor,Low,No,2.82,Pass,C,Medium
1350,Female,21,2.8,94.7,63.1,47.3,58.3,64.4,Yes,High School,Medium,Yes,2.66,Pass,D,Medium
1351,Female,18,1.7,88.9,58.9,47.7,74.6,71.5,Yes,Bachelor,Low,Yes,3.17,Pass,C,Low
1352,Female,20,1.0,92.3,61.4,71.4,72.6,72.8,Yes,Bachelor,Low,No,2.79,Pass,C,Low
1353,Female,15,1.7,79.7,55.7,43.3,54.2,56.3,Yes,High School,Low,Yes,2.68,Pass,D,Medium
1354,Male,21,3.0,95.0,74.4,63.9,73.4,81.0,Yes,Bachelor,Medium,No,2.32,Pass,B,Low
1355,Male,19,1.1,75.0,52.0,47.8,67.2,53.8,Yes,High School,Medium,Yes,2.82,Pass,D,Medium
1356,Female,17,3.6,84.8,53.8,48.0,64.0,79.2,Yes,Bachelor,Low,Yes,2.64,Pass,B,Low
1357,Male,16,3.3,95.5,56.7,70.8,66.7,73.8,Yes,Master,High,No,2.28,Pass,C,Low
1358,Female,17,2.2,94.3,57.7,61.4,63.4,67.7,Yes,Bachelor,High,Yes,2.9,Pass,C,Low
1359,Female,16,2.7,78.5,54.8,51.0,57.9,68.6,Yes,Bachelor,Low,No,3.02,Pass,C,Low
1360,Female,17,1.3,84.1,61.8,54.7,40.2,62.3,Yes,High School,Medium,No,2.6,Pass,D,High
1361,Male,16,5.1,90.6,64.3,68.1,72.1,91.9,Yes,High School,Medium,Yes,3.36,Pass,A,Low
1362,Female,20,5.1,97.4,88.3,87.0,89.0,100.0,Yes,High School,Low,No,2.96,Pass,A,Low
1363,Male,18,1.4,94.9,44.7,38.8,56.4,53.1,No,Bachelor,Low,No,2.03,Pass,D,Medium
1364,Female,16,1.5,91.8,70.7,83.2,68.9,77.5,Yes,Bachelor,Medium,Yes,3.6,Pass,B,Low
1365,Female,22,1.7,88.6,59.0,57.4,42.7,60.8,Yes,None,Medium,No,3.26,Pass,D,High
1366,Male,16,4.4,73.9,63.8,75.2,71.8,82.6,Yes,High School,Low,No,3.4,Pass,B,Medium
1367,Female,15,3.9,71.9,66.3,69.0,78.0,83.5,Yes,Bachelor,High,Yes,3.04,Pass,B,Medium
1368,Female,16,5.7,82.8,53.5,54.8,56.2,63.4,Yes,Bachelor,Medium,No,1.4,Pass,D,Medium
1369,Male,15,6.1,83.6,68.1,62.4,75.1,85.6,Yes,Bachelor,Medium,Yes,3.46,Pass,A,Low
1370,Male,19,1.0,82.7,49.5,41.6,65.6,59.0,Yes,Doctorate,Low,No,2.84,Pass,D,Medium
1371,Male,20,4.3,77.3,61.9,38.0,55.0,72.0,No,High School,Medium,No,3.01,Pass,C,Low
1372,Male,15,5.9,67.8,63.1,62.2,63.4,78.7,Yes,High School,Medium,Yes,3.12,Pass,B,Medium
1373,Male,18,2.6,78.0,68.3,66.4,58.1,78.8,Yes,Bachelor,Medium,Yes,3.96,Pass,B,Low
1374,Female,21,3.2,99.5,59.3,49.8,56.5,68.3,No,Bachelor,Medium,Yes,2.47,Pass,C,Low
1375,Male,20,2.9,91.9,61.9,47.4,46.2,64.9,No,High School,Medium,Yes,2.49,Pass,D,Medium
1376,Male,15,2.9,71.7,46.8,53.3,61.2,63.8,Yes,High School,Medium,No,2.29,Pass,D,Medium
1377,Female,20,5.1,96.7,64.1,59.8,85.9,81.8,Yes,Bachelor,Medium,No,2.16,Pass,B,Low
1378,Male,22,8.0,78.0,75.0,87.3,81.8,92.9,Yes,Bachelor,High,Yes,2.17,Pass,A,Low
1379,Female,20,6.7,75.2,77.0,64.4,79.9,87.8,Yes,High School,Medium,No,1.69,Pass,A,Low
1380,Male,20,2.3,63.9,67.0,58.6,47.2,71.8,Yes,Bachelor,Low,No,3.06,Pass,C,Medium
1381,Male,19,3.7,96.0,77.0,68.0,77.3,85.4,Yes,Bachelor,Medium,No,3.99,Pass,A,Low
1382,Female,18,1.9,93.5,56.1,60.4,63.7,82.2,Yes,Bachelor,Low,No,4.0,Pass,B,Low
1383,Female,17,2.0,88.9,51.5,63.0,63.6,64.4,Yes,None,High,No,2.29,Pass,D,Medium
1384,Female,17,3.1,95.4,46.2,53.7,39.5,66.7,Yes,High School,Medium,Yes,2.64,Pass,C,High
1385,Female,15,2.0,81.4,58.4,67.6,60.5,68.6,Yes,None,Medium,Yes,3.54,Pass,C,Low
1386,Female,20,2.2,83.9,51.2,43.5,60.3,60.7,Yes,Bachelor,Low,No,3.06,Pass,D,Medium
1387,Male,15,3.7,90.4,72.2,58.3,79.0,85.2,Yes,Master,Medium,Yes,2.88,Pass,A,Low
1388,Male,19,4.3,90.9,60.9,49.4,76.8,76.8,Yes,Bachelor,High,No,2.65,Pass,B,Low
1389,Female,19,4.2,83.5,63.4,76.3,70.4,86.3,Yes,Bachelor,Low,No,3.51,Pass,A,Low
1390,Female,16,4.2,96.3,69.5,72.1,53.2,78.3,Yes,Doctorate,Medium,No,2.16,Pass,B,Low
1391,Female,22,1.3,81.6,58.3,50.0,66.4,67.8,Yes,Doctorate,High,Yes,3.09,Pass,C,Low
1392,Male,19,1.9,97.4,55.7,61.5,71.8,75.3,Yes,High School,Medium,Yes,3.01,Pass,B,Low
1393,Male,16,3.3,94.3,63.1,65.3,74.8,82.5,Yes,High School,Medium,Yes,2.83,Pass,B,Low
1394,Female,18,5.8,94.5,87.6,75.6,87.2,99.2,Yes,Bachelor,Medium,Yes,3.27,Pass,A,Low
1395,Male,15,10.0,69.5,60.7,56.2,82.0,88.2,Yes,None,Medium,Yes,2.82,Pass,A,Medium
1396,Female,21,3.8,79.5,68.9,42.0,79.3,75.7,Yes,Bachelor,Low,No,2.48,Pass,B,Low
1397,Female,18,4.8,78.8,69.0,52.2,55.7,79.3,Yes,Bachelor,Low,Yes,2.86,Pass,B,Low
1398,Male,19,1.2,83.3,52.7,45.0,52.8,56.8,Yes,Master,Medium,Yes,1.84,Pass,D,Medium
1399,Female,18,4.8,89.4,75.6,69.4,95.1,88.3,Yes,Master,High,Yes,3.17,Pass,A,Low
1400,Female,18,8.9,78.1,88.1,86.8,89.8,100.0,Yes,Bachelor,Low,Yes,3.32,Pass,A,Low
1401,Male,22,1.9,76.9,53.6,35.1,51.4,60.8,Yes,Bachelor,Low,Yes,2.41,Pass,D,Medium
1402,Female,22,2.2,83.1,46.7,42.1,43.2,55.5,Yes,None,Medium,Yes,2.26,Pass,D,High
1403,Female,22,5.2,79.4,66.2,43.3,75.4,77.4,Yes,Bachelor,High,No,2.43,Pass,B,Low
1404,Female,18,3.3,88.7,72.5,65.4,85.1,80.1,Yes,Master,Low,Yes,2.76,Pass,B,Low
1405,Male,19,1.0,62.6,41.7,42.8,57.1,59.0,Yes,Bachelor,High,No,2.93,Pass,D,Medium
1406,Female,21,2.3,92.5,66.5,72.3,71.5,80.1,Yes,Bachelor,Low,No,3.77,Pass,B,Low
1407,Male,20,6.9,90.5,80.5,75.8,82.0,100.0,No,High School,High,Yes,3.69,Pass,A,Low
1408,Male,18,2.7,86.4,60.8,64.9,66.3,79.6,No,High School,Medium,No,3.3,Pass,B,Low
1409,Female,16,2.7,90.8,60.5,69.5,81.0,77.4,Yes,Master,Medium,Yes,2.87,Pass,B,Low
1410,Male,19,5.0,92.9,67.6,64.5,67.2,84.2,Yes,Bachelor,Medium,Yes,2.24,Pass,B,Low
1411,Male,18,3.9,91.4,69.4,55.0,80.3,82.2,Yes,Bachelor,Medium,Yes,3.81,Pass,B,Low
1412,Female,21,2.6,94.6,46.0,45.7,46.8,63.5,No,High School,Low,Yes,2.65,Pass,D,Medium
1413,Female,20,2.1,86.1,46.5,64.8,53.5,62.1,Yes,Bachelor,Low,Yes,2.97,Pass,D,Medium
1414,Female,22,10.0,85.9,93.7,89.0,88.4,100.0,Yes,Bachelor,Medium,Yes,3.18,Pass,A,Low
1415,Female,19,6.3,79.5,62.5,68.1,75.6,84.4,Yes,Bachelor,High,No,2.84,Pass,B,Low
1416,Male,17,4.2,60.5,79.4,69.2,78.5,82.8,Yes,High School,Medium,No,3.49,Pass,B,Medium
1417,Male,20,4.4,95.5,79.1,70.8,74.9,80.6,Yes,Master,Medium,Yes,3.07,Pass,B,Low
1418,Male,16,3.0,80.3,58.7,64.3,74.2,67.4,Yes,Master,Medium,Yes,3.39,Pass,C,Low
1419,Female,18,3.9,94.2,56.7,53.4,53.9,67.6,Yes,High School,Low,Yes,3.07,Pass,C,Low
1420,Female,21,2.8,84.0,57.3,58.3,66.4,72.3,Yes,Bachelor,High,Yes,2.78,Pass,C,Low
1421,Female,17,1.8,95.0,61.9,52.1,66.1,72.9,No,Bachelor,Medium,No,2.84,Pass,C,Low
1422,Female,21,4.0,81.4,53.0,60.6,75.3,79.0,Yes,Bachelor,Medium,Yes,2.76,Pass,B,Low
1423,Male,17,2.6,92.1,59.8,62.4,48.0,63.7,Yes,Master,Medium,Yes,2.03,Pass,D,Medium
1424,Female,19,4.1,87.2,59.1,42.9,73.2,72.8,Yes,Bachelor,High,No,2.2,Pass,C,Low
1425,Male,17,4.5,82.9,74.9,73.0,75.6,81.2,Yes,Bachelor,High,No,3.24,Pass,B,Low
1426,Female,16,4.2,82.6,68.8,65.9,65.4,79.6,Yes,Bachelor,Medium,Yes,2.04,Pass,B,Low
1427,Male,16,1.7,76.6,45.4,42.0,58.2,55.6,Yes,High School,Medium,No,2.56,Pass,D,Medium
1428,Female,15,2.4,86.9,42.2,47.2,60.1,66.2,Yes,High School,Medium,Yes,2.17,Pass,C,Low
1429,Male,16,2.7,91.4,63.1,53.3,54.8,67.2,Yes,Bachelor,Medium,Yes,2.53,Pass,C,Low
1430,Male,20,5.5,98.3,78.9,60.6,66.3,90.6,Yes,High School,Medium,Yes,2.71,Pass,A,Low
1431,Male,17,5.4,81.2,66.2,59.7,73.2,79.9,No,None,Medium,Yes,2.56,Pass,B,Low
1432,Female,16,2.0,76.2,48.5,68.8,57.0,61.9,Yes,Master,Medium,No,1.94,Pass,D,Medium
1433,Female,19,1.3,71.0,54.5,60.2,63.1,59.6,Yes,Doctorate,Medium,Yes,2.69,Pass,D,Medium
1434,Male,21,10.0,75.0,78.4,70.2,79.7,100.0,Yes,None,Medium,Yes,2.22,Pass,A,Low
1435,Male,22,4.1,86.6,58.6,68.7,73.4,80.4,Yes,Bachelor,Low,Yes,2.42,Pass,B,Low
1436,Female,21,1.2,84.0,61.6,58.2,68.8,71.4,Yes,Master,Medium,Yes,3.24,Pass,C,Low
1437,Male,15,2.2,89.1,64.7,41.6,78.5,74.9,Yes,High School,Medium,No,3.37,Pass,C,Low
1438,Female,21,5.6,75.3,59.7,55.9,63.2,69.6,Yes,High School,Low,Yes,2.01,Pass,C,Low
1439,Female,17,9.3,89.7,92.1,88.3,100.0,100.0,Yes,Master,Medium,Yes,3.74,Pass,A,Low
1440,Male,15,8.4,89.2,76.4,76.8,98.3,98.7,Yes,High School,High,No,2.49,Pass,A,Low
1441,Male,17,4.0,79.7,50.8,50.1,46.5,64.0,Yes,None,Medium,Yes,2.44,Pass,D,Medium
1442,Female,19,3.2,81.0,55.1,57.1,75.6,74.2,No,Bachelor,Medium,Yes,2.27,Pass,C,Low
1443,Male,15,1.6,64.7,57.5,47.5,63.2,62.4,Yes,Master,High,Yes,2.83,Pass,D,Medium
1444,Male,18,3.4,94.7,73.4,62.0,73.2,83.8,Yes,High School,Low,Yes,3.99,Pass,B,Low
1445,Female,20,1.7,82.1,52.7,43.6,47.7,62.0,Yes,Bachelor,High,Yes,1.88,Pass,D,Medium
1446,Female,20,2.5,89.8,39.8,51.5,45.0,53.4,Yes,High School,Low,Yes,1.57,Pass,D,Medium
1447,Female,17,5.2,84.5,71.7,61.1,69.8,74.6,Yes,Master,Low,No,2.96,Pass,C,Low
1448,Female,21,2.8,89.0,63.2,53.9,56.2,67.4,No,High School,Medium,No,3.14,Pass,C,Low
1449,Male,22,2.6,93.3,53.6,52.9,65.9,70.8,Yes,Bachelor,Medium,No,2.83,Pass,C,Low
1450,Male,22,3.1,86.6,58.1,66.6,68.4,77.6,Yes,High School,Medium,No,3.16,Pass,B,Low
1451,Female,18,10.0,89.8,90.4,83.6,80.7,98.2,Yes,High School,Medium,Yes,2.12,Pass,A,Low
1452,Female,15,1.5,94.3,58.8,49.3,59.0,79.1,Yes,Bachelor,High,No,2.23,Pass,B,Low
1453,Male,18,3.8,88.0,51.8,63.4,69.5,75.1,Yes,High School,Medium,Yes,2.87,Pass,B,Low
1454,Female,18,8.0,80.6,72.2,74.1,84.7,96.9,Yes,Master,Medium,Yes,3.85,Pass,A,Low
1455,Male,21,3.1,76.6,53.9,51.1,56.8,61.5,Yes,High School,Low,Yes,3.14,Pass,D,Medium
1456,Female,22,6.2,85.4,67.7,74.0,69.1,79.8,No,Bachelor,Low,Yes,3.16,Pass,B,Low
1457,Male,15,1.2,76.6,52.9,33.1,43.3,45.1,Yes,Bachelor,Medium,No,2.16,Fail,F,High
1458,Male,19,2.8,91.3,57.1,42.9,60.6,74.4,Yes,High School,Low,Yes,3.05,Pass,C,Low
1459,Male,21,1.9,63.8,45.1,52.0,53.2,59.8,Yes,Bachelor,Medium,Yes,2.09,Pass,D,Medium
1460,Male,18,3.1,79.5,64.9,62.5,81.0,79.8,Yes,Master,Medium,Yes,3.86,Pass,B,Low
1461,Male,18,3.1,89.6,50.1,46.4,48.9,57.7,Yes,High School,Low,Yes,2.19,Pass,D,Medium
1462,Female,19,3.3,88.0,64.5,55.9,58.7,68.8,Yes,High School,Medium,Yes,2.32,Pass,C,Low
1463,Female,18,5.2,89.8,63.4,47.7,68.6,80.4,Yes,Bachelor,Low,Yes,1.92,Pass,B,Low
1464,Female,18,1.0,70.7,39.7,50.5,59.9,55.1,Yes,Bachelor,Medium,Yes,2.85,Pass,D,Medium
